,FlrOnset,Flrmaxtime,Flrendtime,FlrPeakFlux,Flareq,xrsclass,optclass,optlocation,region,radiopatrol,TypeII,TypeIIDur,TypeIV,TypeIVDur,cmepatrol,cmeonset,cmespeed,satid,FlrHpTime,FlrIntFlux,FlrIntFlux2,IntFluxQ,tmewe,emmewe,tchianti,emchianti,Association,S1,S2,S3,S4,S5,GT100,Width,sep,1MHz_fluence,1MHz_close_freq,typeIII_int,FlarePersistence
1972,1991-04-16T01:33:00.000,1991-04-16T01:39:00.000,1991-04-16T02:35:00.000,2.41e-05,16.0,M2.4,SF,S26W15,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-16T01:46:00.000,0.0153,0.00774,,15.4,49.3,15.5,49.0,None,,,,,,,,0,,,,9.800000000000001e-05
1973,1991-04-16T03:38:00.000,1991-04-16T03:51:00.000,1991-04-16T03:59:00.000,1e-05,128.0,C9.9,SN,N04W37,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-16T03:59:00.000,0.00884,0.00442,,12.8,49.4,13.5,48.8,None,,,,,,,,0,,,,9.800000000000001e-05
1974,1991-04-16T05:09:00.000,1991-04-16T05:46:00.000,1991-04-16T06:03:00.000,1.51e-05,144.0,M1.5,SN,S12E61,6593,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-16T06:03:00.000,0.0441,0.0153,,9.26,49.5,10.6,49.0,None,,,,,,,,0,,,,9.800000000000001e-05
1975,1991-04-16T08:12:00.000,1991-04-16T08:23:00.000,1991-04-16T08:29:00.000,1.27e-05,-1.0,M1.2,SF,S24W19,6582,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-16T08:29:00.000,0.00997,0.00529,,11.6,49.5,12.6,48.9,None,,,,,,,,0,,,,9.800000000000001e-05
1976,1991-04-16T11:37:00.000,1991-04-16T11:58:00.000,1991-04-16T13:48:00.000,1.86e-05,16.0,M1.8,SF,S09E51,6593,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-16T12:30:00.000,0.041,0.0277,,13.7,49.4,14.2,48.9,None,,,,,,,,0,,,,4.2000000000000004e-05
1977,1991-04-16T13:42:00.000,1991-04-16T13:59:00.000,1991-04-16T14:09:00.000,2.38e-05,16.0,M2.3,1N,N06W03,6583,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-16T14:06:00.000,0.0262,0.0127,,13.2,49.5,13.8,49.0,None,,,,,,,,0,,,,4.2000000000000004e-05
1978,1991-04-16T15:36:00.000,1991-04-16T16:01:00.000,1991-04-16T16:29:00.000,3.38e-05,16.0,M3.3,1B,N06W02,6583,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-16T16:12:00.000,0.0329,0.0244,,14.5,49.5,14.8,49.1,None,,,,,,,,0,,,,4.2000000000000004e-05
1979,1991-04-16T22:35:00.000,1991-04-16T22:44:00.000,1991-04-16T23:08:00.000,1e-05,16.0,C9.9,1N,S13E44,6593,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-16T23:02:00.000,0.0131,0.00756,,10.8,49.3,11.9,48.7,None,,,,,,,,0,,,,3.3e-05
1980,1991-04-16T23:43:00.000,1991-04-16T23:58:00.000,1991-04-17T00:15:00.000,1.06e-05,16.0,M1.0,SF,S10E46,6593,,0,-1.0,0,-1.0,No,,,G7,1991-04-17T00:15:00.000,0.0174,0.00846,,11.6,49.2,12.5,48.7,None,,,,,,,,0,,,,3.3e-05
1981,1991-04-17T06:48:00.000,1991-04-17T06:59:00.000,1991-04-17T08:54:00.000,2.28e-05,16.0,M2.2,1N,S12E42,6593,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-17T07:18:00.000,0.0284,0.0232,,14.4,49.3,14.8,49.0,None,,,,,,,,0,,,,3.3e-05
1983,1991-04-19T11:27:00.000,1991-04-19T11:55:00.000,1991-04-19T12:29:00.000,3.66e-06,-1.0,C3.6,SF,N12W41,6583,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-19T12:13:00.000,0.00866,0.00268,,7.47,49.2,8.88,48.6,None,,,,,,,,0,,,,1.7e-05
1984,1991-04-20T06:11:00.000,1991-04-20T06:28:00.000,1991-04-20T06:44:00.000,1.55e-05,-1.0,M1.5,SF,S26W75,6582,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-20T06:36:00.000,0.0115,0.00847,,17.4,49.2,17.0,48.8,None,,,,,,,,0,,,,1.7e-05
1985,1991-04-20T08:24:00.000,1991-04-20T09:01:00.000,1991-04-20T09:34:00.000,3.46e-05,16.0,M3.4,3N,N10W48,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-20T09:26:00.000,0.0665,0.0606,,13.5,49.6,14.0,49.2,None,,,,,,,,0,,,,1.7e-05
1986,1991-04-20T09:37:00.000,1991-04-20T10:31:00.000,1991-04-20T11:24:00.000,0.000109,16.0,X1.0,3N,N08W50,6583,Yes,1,6.0,1,46.0,No,,,G7,1991-04-20T11:06:00.000,0.34,0.263,,18.0,49.9,17.4,49.6,None,,,,,,,,0,,,,0.0001
1987,1991-04-21T04:43:00.000,1991-04-21T05:44:00.000,1991-04-21T06:17:00.000,8.36e-06,16.0,C8.3,1F,S11W10,6593,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-21T06:17:00.000,0.0295,0.0187,,9.34,49.4,10.7,48.8,None,,,,,,,,0,,,,0.0001
1989,1991-04-27T17:06:00.000,1991-04-27T17:27:00.000,1991-04-27T18:42:00.000,2.44e-06,16.0,C2.4,SF,S29W48,6603,,0,-1.0,0,-1.0,No,,,G7,1991-04-27T18:42:00.000,0.0112,0.00729,,8.0,49.3,9.44,48.9,None,,,,,,,,0,,,,2.1e-06
1990,1991-04-28T07:33:00.000,1991-04-28T07:52:00.000,1991-04-28T08:25:00.000,3.58e-05,16.0,M3.5,1N,S31W56,6603,Yes,0,-1.0,0,-1.0,No,,,G7,1991-04-28T07:57:00.000,0.0147,0.0122,,18.0,49.4,17.4,49.1,None,,,,,,,,0,,,,9.699999999999999e-06
1992,1991-04-30T23:47:00.000,1991-05-01T00:24:00.000,1991-05-01T00:46:00.000,8.24e-06,16.0,C8.2,SN,S15E64,6615,,0,-1.0,0,-1.0,No,,,G7,1991-05-01T00:46:00.000,0.0165,0.0131,,10.2,49.2,11.4,48.7,None,,,,,,,,0,,,,4.2e-06
1993,1991-05-03T18:13:00.000,1991-05-03T18:44:00.000,1991-05-03T19:09:00.000,4.47e-06,16.0,C4.4,1N,S13E23,6615,,0,-1.0,0,-1.0,No,,,G7,1991-05-03T19:09:00.000,0.0103,0.00631,,7.8,49.3,9.22,48.7,None,,,,,,,,0,,,,4.5e-06
1994,1991-05-03T22:03:00.000,1991-05-03T22:37:00.000,1991-05-03T23:05:00.000,5.68e-06,-1.0,C5.6,1N,S15E28,6615,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-03T23:05:00.000,0.0104,0.00744,,8.61,49.3,10.0,48.7,None,,,,,,,,0,,,,4.5e-06
1995,1991-05-05T20:14:00.000,1991-05-05T20:59:00.000,1991-05-05T21:28:00.000,1.09e-05,16.0,M1.0,1N,S12E07,6615,,0,-1.0,0,-1.0,No,,,G7,1991-05-05T21:22:00.000,0.0253,0.0207,,9.24,49.3,10.6,48.8,None,,,,,,,,0,,,,2.2e-06
1996,1991-05-06T23:54:00.000,1991-05-07T00:36:00.000,1991-05-07T02:30:00.000,2.33e-05,16.0,M2.3,1B,S07W22,6615,,0,-1.0,0,-1.0,No,,,G7,1991-05-07T00:55:00.000,0.049,0.0368,,15.9,49.4,15.9,49.0,None,,,,,,,,0,,,,7.8e-06
1997,1991-05-07T10:33:00.000,1991-05-07T10:38:00.000,1991-05-07T10:54:00.000,1.43e-05,-1.0,M1.4,SN,S11W27,6615,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-07T10:47:00.000,0.009,0.00697,,18.2,49.0,17.6,48.7,None,,,,,,,,0,,,,2.3e-05
1998,1991-05-08T15:35:00.000,1991-05-08T16:07:00.000,1991-05-08T16:26:00.000,1.06e-05,16.0,M1.0,SF,N12E54,6621,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-08T16:21:00.000,0.0196,0.0138,,10.2,49.3,11.4,48.8,None,,,,,,,,0,,,,5.299999999999999e-06
1999,1991-05-09T14:42:00.000,1991-05-09T15:28:00.000,1991-05-09T15:47:00.000,3.54e-06,16.0,C3.5,SF,N29E27,6619,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-09T15:47:00.000,0.0108,0.00526,,8.13,49.2,9.56,48.5,None,,,,,,,,0,,,,1e-05
2000,1991-05-10T01:14:00.000,1991-05-10T02:02:00.000,1991-05-10T02:40:00.000,5.77e-06,144.0,C5.7,SF,N34E19,6619,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-10T02:41:00.000,0.0205,0.0141,,11.0,49.3,12.1,48.7,None,,,,,,,,0,,,,8e-06
2001,1991-05-10T03:04:00.000,1991-05-10T03:38:00.000,1991-05-10T04:07:00.000,6.97e-06,16.0,C6.9,SF,N39E10,6619,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-10T04:07:00.000,0.024,0.00531,,6.35,49.5,7.66,48.9,None,,,,,,,,0,,,,8e-06
2002,1991-05-10T19:37:00.000,1991-05-10T19:48:00.000,1991-05-10T20:24:00.000,1.51e-05,16.0,M1.5,SF,S10W69,6615,,0,-1.0,0,-1.0,No,,,G7,1991-05-10T20:06:00.000,0.0195,0.0141,,17.3,49.0,16.9,48.7,None,,,,,,,,0,,,,7e-06
2003,1991-05-11T08:00:00.000,1991-05-11T08:13:00.000,1991-05-11T08:24:00.000,1.41e-05,-1.0,M1.4,SF,S06W81,6615,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-11T08:20:00.000,0.00954,0.00787,,15.4,49.3,15.5,48.7,None,,,,,,,,0,,,,1.5000000000000002e-05
2004,1991-05-11T13:17:00.000,1991-05-11T13:24:00.000,1991-05-11T13:43:00.000,3.47e-05,-1.0,M3.4,SN,S08W80,6615,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-11T13:30:00.000,0.0158,0.0134,,22.0,49.3,20.4,49.1,None,,,,,,,,0,,,,1.5000000000000002e-05
2005,1991-05-11T15:03:00.000,1991-05-11T15:22:00.000,1991-05-11T15:54:00.000,1.6e-05,16.0,M1.5,SF,S08W83,6615,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-11T15:31:00.000,0.0142,0.00903,,17.0,49.0,16.7,48.8,None,,,,,,,,0,,,,3.4e-05
2006,1991-05-11T19:48:00.000,1991-05-11T22:14:00.000,1991-05-12T00:47:00.000,2.05e-05,16.0,M2.0,SN,N33W02,6619,,0,-1.0,0,-1.0,No,,,G7,1991-05-12T00:01:00.000,0.218,0.186,,13.1,49.3,13.7,49.0,None,,,,,,,,0,,,,3.4e-05
2007,1991-05-12T10:18:00.000,1991-05-12T10:37:00.000,1991-05-12T12:26:00.000,5.98e-06,144.0,C5.9,SF,S06W90,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-12T12:26:00.000,0.0362,0.0175,,11.1,49.2,12.1,48.6,None,,,,,,,,0,,,,3.4e-05
2008,1991-05-12T16:02:00.000,1991-05-12T16:16:00.000,1991-05-12T16:51:00.000,4.58e-06,16.0,C4.5,SF,S17E22,6624,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-12T16:51:00.000,0.0114,0.00476,,10.7,49.3,11.9,48.6,None,,,,,,,,0,,,,2.1000000000000002e-05
2010,1991-05-13T00:25:00.000,1991-05-13T00:45:00.000,1991-05-13T00:58:00.000,1.58e-05,144.0,M1.5,SN,N10W18,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-13T00:58:00.000,0.0201,0.0157,,20.5,49.1,19.3,48.8,None,,,,,,,,0,,,,2.1000000000000002e-05
2011,1991-05-13T01:00:00.000,1991-05-13T01:43:00.000,1991-05-13T02:23:00.000,8.17e-05,16.0,M8.1,,S07W90,-1,Yes,1,20.0,1,184.0,No,,,G7,1991-05-13T02:23:00.000,0.302,0.246,,20.6,49.7,19.4,49.5,None,,,,,,,,0,,,,2.1000000000000002e-05
2013,1991-05-14T07:02:00.000,1991-05-14T11:30:00.000,1991-05-14T17:25:00.000,4.1e-06,-1.0,C4.1,SF,S10E39,6630,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-14T15:50:00.000,0.101,0.0596,,6.02,49.4,7.3,48.8,None,,,,,,,,0,,,,2.8999999999999998e-06
2014,1991-05-15T20:16:00.000,1991-05-15T20:44:00.000,1991-05-15T20:59:00.000,6.55e-06,16.0,C6.5,SN,S16W25,6624,,0,-1.0,0,-1.0,No,,,G7,1991-05-15T20:59:00.000,0.0113,0.00725,,7.98,49.3,9.42,48.7,None,,,,,,,,0,,,,2.1e-06
2015,1991-05-16T06:25:00.000,1991-05-16T07:02:00.000,1991-05-16T09:43:00.000,8.93e-05,16.0,M8.9,2B,N30W56,6619,Yes,1,12.0,1,324.0,No,,,G7,1991-05-16T07:38:00.000,0.206,0.202,,22.4,49.8,20.7,49.5,None,,,,,,,,0,,,,6.5e-06
2016,1991-05-16T10:42:00.000,1991-05-16T12:42:00.000,1991-05-16T15:50:00.000,6.75e-06,-1.0,C6.7,SF,S15W32,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-16T14:12:00.000,0.0679,0.0188,,8.96,49.1,10.4,48.6,None,,,,,,,,0,,,,8.900000000000001e-05
2017,1991-05-17T08:59:00.000,1991-05-17T09:08:00.000,1991-05-17T09:49:00.000,3.31e-05,16.0,M3.3,SF,N29W73,6619,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-17T09:16:00.000,0.0187,0.0171,,18.1,49.4,17.5,49.1,None,,,,,,,,0,,,,8.900000000000001e-05
2018,1991-05-17T13:39:00.000,1991-05-17T13:43:00.000,1991-05-17T14:26:00.000,7.14e-06,16.0,C7.1,1B,S15W46,6624,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-17T14:25:00.000,0.0141,0.0107,,10.9,49.2,12.0,48.6,None,,,,,,,,0,,,,3.3e-05
2019,1991-05-18T01:00:00.000,1991-05-18T01:18:00.000,1991-05-18T01:28:00.000,6.92e-06,-1.0,C6.9,1F,S14W53,6624,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-18T01:27:00.000,0.00832,0.00416,,8.87,49.2,10.3,48.7,None,,,,,,,,0,,,,3.3e-05
2020,1991-05-18T04:30:00.000,1991-05-18T05:44:00.000,1991-05-18T08:46:00.000,0.000281,16.0,X2.8,2B,N32W85,6619,Yes,1,13.0,1,35.0,No,,,G7,1991-05-18T06:24:00.000,1.02,1.0,,22.0,50.2,20.4,50.0,None,,,,,,,,0,,,,3.3e-05
2021,1991-05-19T13:32:00.000,1991-05-19T14:04:00.000,1991-05-19T15:06:00.000,1.26e-05,16.0,M1.2,1B,S11E17,6633,Yes,0,-1.0,1,101.0,No,,,G7,1991-05-19T14:49:00.000,0.037,0.0335,,11.9,49.4,12.8,48.8,None,,,,,,,,0,,,,3.1e-06
2022,1991-05-21T01:14:00.000,1991-05-21T02:17:00.000,1991-05-21T03:08:00.000,2.82e-06,16.0,C2.8,SF,S32E41,6639,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-21T03:08:00.000,0.0168,0.00575,,5.98,49.2,7.27,48.5,None,,,,,,,,0,,,,0.0
2023,1991-05-22T00:21:00.000,1991-05-22T00:29:00.000,1991-05-22T00:56:00.000,6.43e-06,-1.0,C6.4,2N,S29W03,6637,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-22T00:56:00.000,0.0117,0.00475,,7.77,49.3,9.19,48.7,None,,,,,,,,0,,,,6.4e-06
2024,1991-05-28T05:12:00.000,1991-05-28T05:33:00.000,1991-05-28T05:42:00.000,2.29e-05,-1.0,M2.2,1F,N09E64,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-28T05:36:00.000,0.012,0.00933,,14.3,49.3,14.6,49.0,None,,,,,,,,0,,,,1.5000000000000002e-05
2025,1991-05-28T06:54:00.000,1991-05-28T07:29:00.000,1991-05-28T07:50:00.000,3.27e-05,16.0,M3.2,2B,N06E61,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-28T07:41:00.000,0.0367,0.0306,,15.0,49.5,15.2,49.1,None,,,,,,,,0,,,,2.2000000000000003e-05
2026,1991-05-28T10:14:00.000,1991-05-28T10:21:00.000,1991-05-28T10:59:00.000,5.37e-05,16.0,M5.3,1B,N08E57,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-28T10:25:00.000,0.0194,0.0164,,17.0,49.5,16.7,49.3,None,,,,,,,,0,,,,3.2000000000000005e-05
2027,1991-05-28T13:01:00.000,1991-05-28T13:13:00.000,1991-05-28T13:27:00.000,2.48e-05,-1.0,M2.4,1B,N08E55,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-28T13:16:00.000,0.00955,0.0062,,15.4,49.4,15.5,49.0,None,,,,,,,,0,,,,5.3e-05
2028,1991-05-28T15:06:00.000,1991-05-28T15:20:00.000,1991-05-28T15:55:00.000,1.78e-05,16.0,M1.7,1B,N07E59,6654,,0,-1.0,0,-1.0,No,,,G7,1991-05-28T15:29:00.000,0.0142,0.0101,,13.5,49.2,14.1,48.9,None,,,,,,,,0,,,,5.3e-05
2029,1991-05-28T22:03:00.000,1991-05-28T22:10:00.000,1991-05-28T22:22:00.000,1.46e-05,-1.0,M1.4,1B,N05E51,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-28T22:17:00.000,0.00851,0.00647,,12.5,49.3,13.3,48.8,None,,,,,,,,0,,,,5.3e-05
2030,1991-05-29T12:05:00.000,1991-05-29T12:10:00.000,1991-05-29T12:24:00.000,4.38e-05,-1.0,M4.3,1B,N08E43,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-29T12:15:00.000,0.0148,0.0135,,18.0,49.4,17.4,49.2,None,,,,,,,,0,,,,2.4e-05
2031,1991-05-29T14:08:00.000,1991-05-29T14:31:00.000,1991-05-29T14:46:00.000,9.38e-06,16.0,C9.3,SF,N03E43,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-29T14:46:00.000,0.0175,0.00621,,9.64,49.2,11.0,48.7,None,,,,,,,,0,,,,4.3e-05
2032,1991-05-29T15:02:00.000,1991-05-29T16:01:00.000,1991-05-29T17:03:00.000,2.73e-05,16.0,M2.7,1B,S08E35,6652,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-29T17:03:00.000,0.143,0.103,,10.9,49.6,12.0,49.1,None,,,,,,,,0,,,,4.3e-05
2033,1991-05-29T22:12:00.000,1991-05-29T23:44:00.000,1991-05-30T05:51:00.000,0.000103,-1.0,X1.0,2B,N05E38,6654,Yes,0,-1.0,1,3.0,No,,,G7,1991-05-29T23:51:00.000,0.0908,0.0745,,20.6,49.8,19.4,49.5,ProtonFlare 1,991-05-31T05:50:00.000,,,,,,,1,,,,4.3e-05
2034,1991-05-30T09:33:00.000,1991-05-30T09:40:00.000,1991-05-30T09:57:00.000,8.3e-05,-1.0,M8.2,1F,N07E30,6654,Yes,1,4.0,0,-1.0,No,,,G7,1991-05-30T09:45:00.000,0.0319,0.0308,,20.4,49.7,19.3,49.5,None,,,,,,,,0,,,,0.0001
2035,1991-05-30T11:23:00.000,1991-05-30T11:28:00.000,1991-05-30T11:43:00.000,1.92e-05,-1.0,M1.9,1B,S09E22,6652,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-30T11:35:00.000,0.00876,0.00725,,20.4,49.7,19.3,49.5,None,,,,,,,,0,,,,0.0001
2036,1991-05-31T02:36:00.000,1991-05-31T02:44:00.000,1991-05-31T02:57:00.000,3.86e-05,-1.0,M3.8,2B,N08E24,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-31T02:48:00.000,0.0132,0.0117,,15.1,49.5,15.2,49.2,None,,,,,,,,0,,,,8.2e-05
2037,1991-05-31T03:59:00.000,1991-05-31T04:07:00.000,1991-05-31T04:28:00.000,2.14e-05,16.0,M2.1,2N,S08E09,6652,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-31T04:14:00.000,0.0129,0.00997,,14.2,49.2,14.6,48.9,None,,,,,,,,0,,,,8.2e-05
2038,1991-05-31T08:22:00.000,1991-05-31T08:57:00.000,1991-05-31T10:31:00.000,1.6e-05,16.0,M1.5,2B,N06E20,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-05-31T09:19:00.000,0.0368,0.0254,,13.6,49.3,14.1,48.9,None,,,,,,,,0,,,,8.2e-05
2039,1991-05-31T16:50:00.000,1991-05-31T16:56:00.000,1991-05-31T17:23:00.000,2.58e-05,16.0,M2.5,2B,S08E09,6652,,0,-1.0,0,-1.0,No,,,G7,1991-05-31T17:10:00.000,0.0208,0.0176,,15.4,49.3,15.5,49.0,None,,,,,,,,0,,,,3.8e-05
2040,1991-06-01T03:55:00.000,1991-06-01T04:03:00.000,1991-06-01T04:40:00.000,2.35e-05,16.0,M2.3,1B,N10W01,6654,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-01T04:09:00.000,0.011,0.00942,,16.0,49.3,16.0,49.0,None,,,,,,,,0,,,,3.8e-05
2041,1991-06-01T05:58:00.000,1991-06-01T07:59:00.000,1991-06-01T11:27:00.000,8.05e-06,-1.0,C8.0,SN,S16W19,6648,Yes,1,4.0,0,-1.0,No,,,G7,1991-06-01T10:44:00.000,0.0982,0.0643,,11.0,49.6,12.1,48.9,None,,,,,,,,0,,,,2.5e-05
2042,1991-06-01T14:17:00.000,1991-06-01T15:21:00.000,1991-06-01T20:09:00.000,0.00116,16.0,X11.5,1F,N25E90,6659,Yes,1,8.0,1,135.0,No,,,G7,1991-06-01T15:55:00.000,3.12,3.11,,41.3,51.1,33.0,50.7,None,,,,,,,,0,,,,2.5e-05
2044,1991-06-02T07:33:00.000,1991-06-02T07:45:00.000,1991-06-02T09:37:00.000,5.28e-05,16.0,M5.2,2B,N27E90,-1,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-02T07:54:00.000,0.0323,0.0297,,19.3,49.5,18.4,49.3,None,,,,,,,,0,,,,0.0012000000000000001
2045,1991-06-02T13:47:00.000,1991-06-02T14:25:00.000,1991-06-02T18:32:00.000,2.85e-05,16.0,M2.8,2N,S07W22,6652,Yes,0,-1.0,1,216.0,No,,,G7,1991-06-02T15:05:00.000,0.0818,0.0737,,11.6,49.6,12.6,49.2,None,,,,,,,,0,,,,0.0012000000000000001
2046,1991-06-03T20:45:00.000,1991-06-03T21:01:00.000,1991-06-03T21:12:00.000,1.55e-05,-1.0,M1.5,SF,S13W52,6648,,0,-1.0,0,-1.0,No,,,G7,1991-06-03T21:06:00.000,0.00842,0.0067,,15.7,49.5,15.7,48.9,None,,,,,,,,0,,,,1e-05
2047,1991-06-04T03:36:00.000,1991-06-04T03:52:00.000,1991-06-04T09:45:00.000,0.00116,16.0,X11.5,3B,N30E70,6659,Yes,1,16.0,1,248.0,No,,,G7,1991-06-04T04:14:00.000,2.15,2.14,,27.0,51.1,23.8,50.7,ProtonFlare 1,991-06-04T06:25:00.000,,,,,,,1,,,,1.5000000000000002e-05
2048,1991-06-05T01:54:00.000,1991-06-05T02:02:00.000,1991-06-05T02:29:00.000,4.84e-05,-1.0,M4.8,1N,S17E70,6666,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-05T02:08:00.000,0.0212,0.0196,,18.1,49.5,17.5,49.2,None,,,,,,,,0,,,,0.0012000000000000001
2049,1991-06-05T15:37:00.000,1991-06-05T16:35:00.000,1991-06-05T17:01:00.000,7.69e-06,16.0,C7.6,SF,N28E47,6659,,0,-1.0,0,-1.0,No,,,G7,1991-06-05T17:01:00.000,0.0235,0.0139,,11.0,49.2,12.1,48.6,None,,,,,,,,0,,,,4.8e-05
2050,1991-06-05T17:30:00.000,1991-06-05T17:50:00.000,1991-06-05T18:43:00.000,1.05e-05,16.0,M1.0,SF,N32E50,6659,,0,-1.0,0,-1.0,No,,,G7,1991-06-05T18:24:00.000,0.0251,0.0121,,13.2,49.0,13.9,48.6,None,,,,,,,,0,,,,4.8e-05
2051,1991-06-05T18:45:00.000,1991-06-05T18:52:00.000,1991-06-05T19:14:00.000,1.59e-05,-1.0,M1.5,1B,S18E62,6666,,0,-1.0,0,-1.0,No,,,G7,1991-06-05T18:59:00.000,0.0101,0.0059,,13.7,49.3,14.2,48.9,None,,,,,,,,0,,,,4.8e-05
2052,1991-06-06T00:40:00.000,1991-06-06T01:15:00.000,1991-06-06T04:31:00.000,0.00116,16.0,X11.5,4B,N33E44,6659,Yes,1,10.0,1,908.0,No,,,G7,1991-06-06T01:33:00.000,1.76,1.75,,27.2,51.1,23.9,50.7,None,,,,,,,,0,,,,4.8e-05
2053,1991-06-06T07:45:00.000,1991-06-06T07:59:00.000,1991-06-06T08:54:00.000,1.5e-05,16.0,M1.4,1F,N12E21,6667,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-06T08:12:00.000,0.0182,0.0105,,10.7,49.4,11.8,48.9,None,,,,,,,,0,,,,0.0012000000000000001
2054,1991-06-06T17:29:00.000,1991-06-06T17:37:00.000,1991-06-06T18:09:00.000,3.95e-05,16.0,M3.9,1B,S16E50,6666,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-06T17:48:00.000,0.0293,0.0266,,17.3,49.5,16.9,49.2,None,,,,,,,,0,,,,0.0012000000000000001
2055,1991-06-07T00:22:00.000,1991-06-07T01:43:00.000,1991-06-07T03:01:00.000,4.24e-05,16.0,M4.2,3B,N27E24,6659,Yes,0,-1.0,1,145.0,No,,,G7,1991-06-07T03:01:00.000,0.258,0.237,,11.8,49.8,12.8,49.4,None,,,,,,,,0,,,,0.0012000000000000001
2056,1991-06-07T07:04:00.000,1991-06-07T07:15:00.000,1991-06-07T07:31:00.000,1.44e-05,16.0,M1.4,1B,S20E41,6666,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-07T07:21:00.000,0.0118,0.00696,,11.1,49.5,12.1,48.9,None,,,,,,,,0,,,,4.2000000000000004e-05
2057,1991-06-09T01:30:00.000,1991-06-09T01:43:00.000,1991-06-09T01:52:00.000,0.00104,-1.0,X10.3,3B,N34E04,6659,Yes,1,12.0,1,1139.0,No,,,G7,1991-06-09T01:51:00.000,0.645,0.643,,27.8,51.0,24.3,50.7,None,,,,,,,,0,,,,5.7e-06
2058,1991-06-09T13:02:00.000,1991-06-09T13:18:00.000,1991-06-09T13:27:00.000,1.21e-05,16.0,M1.2,1N,N27W06,6659,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-09T13:23:00.000,0.00847,0.00604,,13.0,49.2,13.7,48.7,None,,,,,,,,0,,,,0.001
2059,1991-06-09T22:23:00.000,1991-06-09T22:53:00.000,1991-06-09T23:51:00.000,4.5e-06,-1.0,C4.4,SF,N36W04,6659,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-09T23:23:00.000,0.0126,0.00664,,9.65,49.2,11.0,48.6,None,,,,,,,,0,,,,0.001
2060,1991-06-09T22:37:00.000,1991-06-09T22:53:00.000,1991-06-09T23:23:00.000,4.5e-06,16.0,C4.4,SF,N36W04,6659,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-09T23:22:00.000,0.0109,0.00543,,9.65,49.2,11.0,48.6,None,,,,,,,,0,,,,0.001
2061,1991-06-10T02:18:00.000,1991-06-10T02:29:00.000,1991-06-10T02:38:00.000,4.52e-05,16.0,M4.5,1N,N31W10,6659,Yes,0,-1.0,0,-1.0,No,,,G7,1991-06-10T02:32:00.000,0.0114,0.00969,,20.6,49.4,19.4,49.2,None,,,,,,,,0,,,,0.001
